sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),Charge (C),tdc_timestamp,tdc_calibration_constant,adct_timestamp,hcal_energy_timestamp
3,2565,he3,2100,750,6.373,0,0.42,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2566,he3,2100,750,6.373,0,0.17,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2568,he3,2100,750,6.373,0,0.15,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2569,he3,2100,750,6.373,0,0.27,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2574,he3,2100,750,6.373,0,2.14,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2570,he3,2100,750,6.373,0,0.22,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2571,he3,2100,750,6.373,0,0.44,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2572,he3,2100,750,6.373,0,2.16,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2574,he3,2100,750,6.373,0,2.14,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2575,he3,2100,750,6.373,0,2.21,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2576,he3,2100,750,6.373,0,1.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2577,he3,2100,750,6.373,0,1.59,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2578,he3,2100,750,6.373,0,1.05,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2579,he3,2100,750,6.373,0,1.99,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2580,he3,2100,750,6.373,0,2.53,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2581,he3,2100,750,6.373,0,1.29,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2583,he3,2100,750,6.373,0,3.36,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2584,he3,2100,750,6.373,0,1.36,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2585,he3,2100,750,6.373,0,3.09,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2586,he3,2100,750,6.373,0,2.74,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2587,he3,2100,750,6.373,0,1.49,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2613,he3,2100,750,6.373,0,2.61,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2614,he3,2100,750,6.373,0,1.14,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2615,he3,2100,750,6.373,0,2.22,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2616,he3,2100,750,6.373,0,2.18,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2617,he3,2100,750,6.373,0,2.36,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2618,he3,2100,750,6.373,0,3.15,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2619,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2620,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2621,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2622,he3,2100,750,6.373,0,2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2623,he3,2100,750,6.373,0,1.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2624,he3,2100,750,6.373,0,2.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2625,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2626,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2627,he3,2100,750,6.373,0,2.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2628,he3,2100,750,6.373,0,1.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2629,he3,2100,750,6.373,0,3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2630,he3,2100,750,6.373,0,0.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2631,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2632,he3,2100,750,6.373,0,1.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2633,he3,2100,750,6.373,0,2.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2634,he3,2100,750,6.373,0,0.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2635,he3,2100,750,6.373,0,4.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2637,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2638,he3,2100,750,6.373,0,2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2646,he3,2100,750,6.373,0,2.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2647,he3,2100,750,6.373,0,2.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2648,he3,2100,750,6.373,0,1.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2649,he3,2100,750,6.373,0,0.42,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2650,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2651,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2658,he3,2100,750,6.373,0,1.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2659,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2660,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2661,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2662,he3,2100,750,6.373,0,0.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2667,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2668,he3,2100,750,6.373,0,3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2669,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2670,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2671,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2674,he3,2100,750,6.373,0,2.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2676,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2677,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2678,he3,2100,750,6.373,0,0.12,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2679,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2680,he3,2100,750,6.373,0,3.1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2681,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2683,he3,2100,750,6.373,0,1.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2684,he3,2100,750,6.373,0,2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2685,he3,2100,750,6.373,0,2.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2687,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2688,he3,2100,750,6.373,0,2.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2689,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2690,he3,2100,750,6.373,0,1.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2691,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2692,he3,2100,750,6.373,0,3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2693,he3,2100,750,6.373,0,2.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2694,he3,2100,750,6.373,0,3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2695,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2696,he3,2100,750,6.373,0,1.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2697,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2698,he3,2100,750,6.373,0,2.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2699,he3,2100,750,6.373,0,2.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2700,he3,2100,750,6.373,0,3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2701,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2702,he3,2100,750,6.373,0,3.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2703,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2704,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2705,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2706,he3,2100,750,6.373,0,3.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2707,he3,2100,750,6.373,0,1.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2709,he3,2100,750,6.373,0,1.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2710,he3,2100,750,6.373,0,0.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2711,he3,2100,750,6.373,0,3.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2712,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2713,he3,2100,750,6.373,0,0.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2714,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2715,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2716,he3,2100,750,6.373,0,2.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2717,he3,2100,750,6.373,0,2.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2718,he3,2100,750,6.373,0,3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2719,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2720,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2721,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2722,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2723,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2724,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2725,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2726,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2727,he3,2100,750,6.373,0,2.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2728,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2729,he3,2100,750,6.373,0,2.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2730,he3,2100,750,6.373,0,0.84,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2763,he3,2100,750,6.373,0,1.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2764,he3,2100,750,6.373,0,1.9,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2765,he3,2100,750,6.373,0,1.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2766,he3,2100,750,6.373,0,2.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2767,he3,2100,750,6.373,0,2.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2768,he3,2100,750,6.373,0,2.5,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2769,he3,2100,750,6.373,0,2.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2770,he3,2100,750,6.373,0,1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2959,he3,2100,750,6.373,0,0.387,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2964,he3,2100,750,6.373,0,0.393,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2966,he3,2100,750,6.373,0,0.396,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2967,he3,2100,750,6.373,0,0.215,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2968,he3,2100,750,6.373,0,0.597,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2970,he3,2100,750,6.373,0,0.269,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2971,he3,2100,750,6.373,0,0.05,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2973,he3,2100,750,6.373,0,0.337,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2974,he3,2100,750,6.373,0,0.501,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2976,he3,2100,750,6.373,0,0.128,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2981,he3,2100,750,6.373,0,0.05,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2983,he3,2100,750,6.373,0,0.626,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2984,he3,2100,750,6.373,0,1.32,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2985,he3,2100,750,6.373,0,1.158,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2986,he3,2100,750,6.373,0,0.25,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2988,he3,2100,750,6.373,0,0.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2989,he3,2100,750,6.373,0,1.13,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2990,he3,2100,750,6.373,0,0.37,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2995,he3,2100,750,6.373,0,1.41,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2996,he3,2100,750,6.373,0,0.109,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2997,he3,2100,750,6.373,0,0.88,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2998,he3,2100,750,6.373,0,1.524,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,2999,he3,2100,750,6.373,0,1.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3000,he3,2100,750,6.373,0,0.697,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3001,he3,2100,750,6.373,0,0.421,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3003,he3,2100,750,6.373,0,0.472,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3004,he3,2100,750,6.373,0,1.86,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3005,he3,2100,750,6.373,0,1.36,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3006,he3,2100,750,6.373,0,0.601,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3007,he3,2100,750,6.373,0,1.57,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3008,he3,2100,750,6.373,0,0.847,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3009,he3,2100,750,6.373,0,0.576,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3011,he3,2100,750,6.373,0,1.01,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3013,he3,2100,750,6.373,0,0.679,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3014,he3,2100,750,6.373,0,0.892,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3016,he3,2100,750,6.373,0,0.747,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3017,he3,2100,750,6.373,0,0.543,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3018,he3,2100,750,6.373,0,0.615,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3019,he3,2100,750,6.373,0,0.43,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3020,he3,2100,750,6.373,0,0.746,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3021,he3,2100,750,6.373,0,0.653,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3022,he3,2100,750,6.373,0,0.189,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3024,he3,2100,750,6.373,0,0.434,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3025,he3,2100,750,6.373,0,0.588,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3026,he3,2100,750,6.373,0,0.567,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3027,he3,2100,750,6.373,0,1.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3028,he3,2100,750,6.373,0,1.276,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3029,he3,2100,750,6.373,0,0.548,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3030,he3,2100,750,6.373,0,1.18,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3035,he3,2100,750,6.373,0,1.83,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3036,he3,2100,750,6.373,0,1.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3037,he3,2100,750,6.373,0,0.3,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3038,he3,2100,750,6.373,0,1.95,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3039,he3,2100,750,6.373,0,0.4,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3043,he3,2100,750,6.373,0,1.87,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3045,he3,2100,750,6.373,0,2.09,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3046,he3,2100,750,6.373,0,0.93,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3047,he3,2100,750,6.373,0,0.315,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3048,he3,2100,750,6.373,0,1.89,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3049,he3,2100,750,6.373,0,2.1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3050,he3,2100,750,6.373,0,1.99,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3051,he3,2100,750,6.373,0,1.85,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3052,he3,2100,750,6.373,0,1.07,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3054,he3,2100,750,6.373,0,0.6,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3055,he3,2100,750,6.373,0,0.55,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3058,he3,2100,750,6.373,0,1.1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3059,he3,2100,750,6.373,0,0.88,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3061,he3,2100,750,6.373,0,0.77,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3062,he3,2100,750,6.373,0,0.798,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3063,he3,2100,750,6.373,0,1.026,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3064,he3,2100,750,6.373,0,1.237,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3065,he3,2100,750,6.373,0,0.917,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3068,he3,2100,750,6.373,0,1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3069,he3,2100,750,6.373,0,0.36,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3075,he3,2100,750,6.373,0,0.8,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3076,he3,2100,750,6.373,0,0.726,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3077,he3,2100,750,6.373,0,1.89,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3079,he3,2100,750,6.373,0,1.79,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3080,he3,2100,750,6.373,0,0.81,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3082,he3,2100,750,6.373,0,1.36,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3089,he3,2100,750,6.373,0,1.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3090,he3,2100,750,6.373,0,1.1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3091,he3,2100,750,6.373,0,1.2,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3092,he3,2100,750,6.373,0,1.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3093,he3,2100,750,6.373,0,0.7,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3108,he3,2100,750,6.373,0,1.1,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
3,3109,he3,2100,750,6.373,0,1.15,--------[ 2022-07-26 00:00:00 ],none,none,--------[2021-10-24 04:30:00 ]
